English,Farsi,Source
"On 11 October 1964, they were transferred once more to the house in which he was born.
","در ۱۱ اکتبر ۱۹۶۴ بار دیگر باقی‌ماندهٔ جسدش را به خانه‌ای که در آن زاده شده بود به بوداپست منتقل کردند که امروز، موزه و کتابخانه است.
",ELRC_2922
"On 28 February, one of the children, a 15-year-old boy, tested positive.
","در ۲۸ فوریه، آزمایش یک پسر ۱۵ ساله مثبت شد.
",ELRC_2922
"While in 1990, 12.6 million children under age five died, in 2016 that number fell to 5.6 million children.
","در سال ۲۰۰۷ حدود ۹٫۲ میلیون کودک کمتر از ۵ سال درگذشتند که نسبت به سال قبل حدود ۵۰۰ هزار و نسبت به سال ۱۹۹۰ حدود ۳ میلیون و ۵۰۰ هزار کاهش داشته‌است.
",ELRC_2922
"This is where the toothbrush bristles and fluoride toothpaste cannot reach effectively.
","جایی که مسواک و خمیر دندان فلوئورید به آن دسترسی ندارد.
",ELRC_2922
"The same day, CONMEBOL announced that the Copa Libertadores would be temporarily suspended.
","در همان روز، کونمبول اعلام کرد که جام لیبرتادورس به‌طور موقت به حالت تعلیق در خواهد آمد.
",ELRC_2922
"Goldman Sachs, Deloitte, Citigroup Inc, Credit Suisse, Lazard, Credit Agricole, Nomura, Banque Populaire and BNP Paribas requested that staff who had recently returned from Italy to work from home for at least 14 days and deferred non-essential travel to Italy.
","گلدمن ساکس، دیلویت، سیتی‌گروپ، کردیت سوئیس، لازارد، کردیت اگریکول، نامورا هولدینگز، Banque Populaire و بی‌ان‌پی پاریبا از کارمندانی که اخیراً از ایتالیا بازگشته بودند درخواست کردند که حداقل ۱۴ روز از خانه کار کنند و سفر غیر ضروری به ایتالیا را به تعویق انداختند.
",ELRC_2922
"""According to Radio Farda, Iranian cleric Seyyed Mohammad Saeedi accused US President Donald Trump of targeting Qom with coronavirus """"to damage its culture and honor"""".""
","به گزارش رادیو فردا، روحانی ایرانی، سید محمد سعیدی، رئیس‌جمهور آمریکا دونالد ترامپ را به هدف قرار دادن قم با کروناویروس برای «آسیب رساندن به فرهنگ و ناموس خود» متهم کرد.
",ELRC_2922
"HIV/AIDS affects the economics of both individuals and countries.
","ایدز هم بر اقتصاد افراد و هم کشورها تأثیر می‌گذارد.
",ELRC_2922
"It is believed that only 5–50% of those infected in the United States and Canada are aware of their status.
","تنها بین ۵ تا ۵۰٪ کسانی که در ایالات متحده و کانادا به این ویروس آلوده هستند از وضعیت خود اطلاع دارند.
",ELRC_2922
"By 1918, TB still caused one in six deaths in France.
","در سال ۱۹۱۸، سل دلیل یکی از هر شش مرگ در فرانسه بود.
",ELRC_2922
"Modern public health practice requires multidisciplinary teams of public health workers and professionals.
","سلامت (بهداشت) عمومی مدرن نیازمند تمرین بین تیم‌های چند رشته‌ای توسط کارکنان سلامت عمومی و پروفسورها دارد.
",ELRC_2922
"The shape and size of a network is likely to alter a disease's HIT, making incidence either more or less common.
","شکل و اندازه یک شبکه میزان شیوع یک بیماری را کم و بیش تحت تأثیر قرار می‌دهد.
",ELRC_2922
"People giving or receiving tattoos, piercings, and scarification are theoretically at risk of infection but no confirmed cases have been documented.
","افرادی که خالکوبی، سوراخ‌کاری و زخم‌آرایی انجام می‌دهند از لحاظ نظری در معرض خطر سرایت هستند، اما تاکنون هیچ مورد مستندی مشاهده نشده‌است.
",ELRC_2922
"According to UNICEF, turning hand washing with soap before eating and after using the toilet into an ingrained habit can save more lives than any single vaccine or medical intervention, cutting deaths from diarrhea by almost half and deaths from acute respiratory infections by one-quarter.
","طبق گفته یونیسف، تبدیل شستن دست با صابون قبل از غذا و بعد از استفاده از توالت به یک عادت درخشان می‌تواند بیش از هر واکسن یا مداخله پزشکی دیگر جان انسان‌ها را نجات دهد.
",ELRC_2922
"Infections appear to be the cause of 50 to 75% of cases, with bacteria in 30%, viruses in 23%, and both in 25%.
","که در این میان باکتری‌ها ۲۵ درصد، ویروس‌ها ۲۵ درصد و هر دو با هم نیز ۲۵ درصد را به خود اختصاص داده‌اند.
",ELRC_2922
"On 13 March, Shanghai confirmed four more imported cases.
","در ۱۳ مارس، شانگهای چهار مورد وارد شده دیگر را تأیید کرد.
",ELRC_2922
"France also imposed similar export restrictions and the German health minister Jens Spahn defended Germany's decision.
","فرانسه نیز محدودیت‌های صادراتی مشابهی را وضع کرد و وزیر بهداشت آلمان ینس اشپان از تصمیم آلمان دفاع کرد.
",ELRC_2922
"An acute exacerbation (a sudden worsening of symptoms) is commonly triggered by infection or environmental pollutants, or sometimes by other factors such as improper use of medications.
","تشدید حاد بیماری (بدتر شدن ناگهانی علائم) معمولاً با عفونت یا آلاینده‌های محیطی یا گاهی اوقات با عوامل دیگری همچون درمان‌های نامناسب بیشتر می‌شود.
",ELRC_2922
"Degrees in public health
","مدارک تحصیلی در بهداشت عمومی
",ELRC_2922
"Two main anticholinergics are used in COPD, ipratropium and tiotropium.
","دو آنتی کولینرژیک اصلی یعنی ایپراتروپیوم و تیوتروپیوم برای COPD استفاده می‌شود.
",ELRC_2922
"On 12 March, French President Emmanuel Macron announced on public television that all schools and all universities would close from Monday 16 March until further notice.
","در ۱۲ مارس، رئیس‌جمهور فرانسه امانوئل مکرون، در تلویزیون عمومی اعلام کرد که تمام مدارس و دانشگاه‌ها از دوشنبه ۱۶ مارس تا اطلاع ثانوی تعطیل خواهند شد.
",ELRC_2922
"Pediatric intensive care unit (PICU).
","مراقبت‌های ویژه کودکان Pediatric Intensive Care Unit) PICU)
",ELRC_2922
"In the United States, the Occupational Safety and Health Administration (OSHA) sets and enforces national standards for occupational safety across all sectors.
","در ایالات متحده، اداره ایمنی و بهداشت شغلی (OSHA) استانداردهای ملی را برای ایمنی شغلی در تمام بخش‌ها تنظیم و اجرا می‌کند.
",ELRC_2922
"In these networks, transmission only occurs between those who are geographically or physically close to one another.
","در این شبکه‌ها، انتقال فقط بین افرادی که از لحاظ جغرافیایی یا جسمی به یکدیگر نزدیک هستند، انجام می‌شود.
",ELRC_2922
"People with latent infections are treated to prevent them from progressing to active TB disease later in life.
","افراد مبتلا به عفونت نهفته نیز درمان می‌شوند تا از ابتلای آن‌ها به بیماری سل فعال در آینده جلوگیری شود.
",ELRC_2922
"On 28 February, one of the children, a 15-year-old boy tested positive.
","در ۲۸ فوریه، یکی از فرزندان ایشان، پسری ۱۵ ساله آزمایش مثبت داشت.
",ELRC_2922
"This is between two thirds and nearly that of the general population.
","این مقدار بین دو سوم و تقریباً کل جمعیت است.
",ELRC_2922
"The only available vaccine as of 2011 is Bacillus Calmette-Guérin (BCG).
","تا سال ۲۰۱۱، تنها واکسن سل موجود(Bacillus Calmette-Guérin یا ب.ث.
",ELRC_2922
"AIDS stigma exists around the world in a variety of ways, including ostracism, rejection, discrimination and avoidance of HIV-infected people; compulsory HIV testing without prior consent or protection of confidentiality; violence against HIV-infected individuals or people who are perceived to be infected with HIV; and the quarantine of HIV-infected individuals.
","در سراسر دنیا داغ ننگ به طرق مختلف در مورد ایدز وجود دارد، از قبیل محرومیت از حقوق اجتماعی، عدم پذیرش از سوی جامعه، تبعیض و دوری از افراد مبتلا به HIV، اجبار به انجام آزمایش HIV بدون رضایت قبلی یا مخفی نگه داشتن این راز، خشونت علیه افراد مبتلا به HIV که بیمار بودن آن‌ها فاش شده‌است و قرنطینه افراد مبتلا به HIV.
",ELRC_2922
"A 36-year-old Italian woman living in Barcelona who had visited Bergamo and Milan from 12 to 22 February also tested positive.
","آزمایش یک زن ۳۶ ساله ایتالیایی که ساکن بارسلون بود و از ۱۲ تا ۲۲ فوریه از برگامو و میلان بازدید کرده بود نیز مثبت شد.
",ELRC_2922
"Because of its relatively poor capacity for transmission, HIV-2 is largely confined to West Africa.
","از آنجا که HIV-2 توانایی ضعیفی در انتقال دارد، تا حد زیادی محدود به آفریقای غربی می‌باشد.
",ELRC_2922
"""René Laennec, the physician who invented the stethoscope, used the term """"emphysema"""" in his book A Treatise on the Diseases of the Chest and of Mediate Auscultation (1837) to describe lungs that did not collapse when he opened the chest during an autopsy.""
","رنه لاینک، پزشک مخترع گوشی پزشکی، در کتاب خود به نام «A Treatise on the Diseases of the Chest and of Mediate Auscultation» (۱۸۳۷) از واژه «emphysema» برای توصیف ریه‌هایی که در طول کالبدشکافی و به هنگام باز کردن قفسه جمع نمی‌شدند استفاده کرد.
",ELRC_2922
"On 1 February, six days after leaving the ship, he visited a Hong Kong hospital, where he tested positive for SARS-CoV-2.
","در ۱ فوریه، شش روز پس از ترک کشتی، او به بیمارستانی در هنگ‌کنگ مراجعه کرد و در این بیمارستان نتیجهٔ آزمایش او برای بیماری کرونای جدید مثبت اعلام شد.
",ELRC_2922
"Prison inmates and military recruits
","افراد ساکن در مکان‌های عمومی (پادگان‌های نظامی و زندان‌ها)
",ELRC_2922
"Institute of Occupational Medicine's pneumoconiosis research
","«Coalworker's pneumoconiosis».
",ELRC_2922
"2013 FIBA Asia Championship
","مسابقات قهرمانی بسکتبال آسیا ۲۰۱۳
",ELRC_2922
"While many prevention methods are set in place, injuries may still occur due to poor ergonomics, manual handling of heavy loads, misuse or failure of equipment, exposure to general hazards, and inadequate safety training.
","در حالیکه روش‌های پیشگیری قابل استفاده هستند، هنوز صدمات زیادی به علت ارگونومی ضعیف، جابجایی دستی بارهای سنگین، استفاده نادرست از تجهیزات، خطرات عمومی و آموزش ایمنی ناقص، وجود دارد.
",ELRC_2922
"The total death toll increased to four.
","مجموع موارد مثبت هرات به شش مورد افزایش یافت.
",ELRC_2922
"He became Ireland's first openly gay Taoiseach, as well as the youngest.
","او نخستین نخست‌وزیر آشکارا همجنس‌گرای ایرلند است.
",ELRC_2922
"Vaccines against STIs that are targeted at one sex result in significant declines in STIs in both sexes if vaccine uptake in the target sex is high.
","واکسنهای ضد STI که در یک جنس استفاده می‌شود، در صورتی که میزان واکسن در جنس مزبور بالا باشد، در کاهش بیماری در هر دو جنس تأثیر چشمگیر دارد.
",ELRC_2922
"Klebsiella organisms can lead to a wide range of disease states, notably pneumonia, urinary tract infections, sepsis, meningitis, diarrhea, peritonitis and soft tissue infections.
","کلبسیلاها باکتریهایی گرم منفی، غیر متحرک، اکسیداز منفی و استوانه‌ای شکل هستند.
",ELRC_2922
"AIDS was first recognized by the United States Centers for Disease Control and Prevention (CDC) in 1981 and its cause—HIV infection—was identified in the early part of the decade.
","ایدز اولین بار در سال ۱۹۸۱ توسط مرکز کنترل و پیشگیری بیماری (CDC) شناخته شد، در حالی که عامل آن (عفونت HIV) در اوایل آن دهه شناخته شده بود.
",ELRC_2922
"Other antioxidants such as vitamin E may be helpful as well.
","سایر آنتی‌اکسیدان‌ها نظیر ویتامین ئی نیز ممکن است تا حدی اثربخش باشند.
",ELRC_2922
"Ignaz Philipp Semmelweis (German: [ˈɪɡnaːts ˈzɛml̩vaɪs]; Hungarian: Semmelweis Ignác Fülöp; 1 July 1818 – 13 August 1865) was a Hungarian physician and scientist, now known as an early pioneer of antiseptic procedures.
","ایگناتس فیلیپ زملوایس (به آلمانی: Ignaz Philipp Semmelweis)، (به مجاری: Ignác Fülöp Semmelweis)، (زاده ۱ ژوئیه ۱۸۱۸ - درگذشته ۱۳ اوت ۱۸۶۵)، پزشک مجار با نسب آلمانی بود که امروزه او را به عنوان یکی از اولین پیشگامان ضدعفونی می‌دانند.
",ELRC_2922
"This method of immunization begins to work very quickly, but it is short lasting, because the antibodies are naturally broken down, and if there are no B cells to produce more antibodies, they will disappear.
","این روش ایمنی خیلی سریع اما به مدت کوتاه شروع به کار می‌کند به این علت که پادتن‌ها به‌طور طبیعی از بین می‌روند و اگر سلول‌های B برای تولید آنتی بادی بیشتر وجود نداشته باشد پادتن‌ها ناپدید خواهند شد.
",ELRC_2922
"South Africa has the largest population of people with HIV of any country in the world at 5.9 million.
","آفریقای جنوبی با ۵٫۹ میلیون نفر، دارای بیشتری جمعیت افراد مبتلا به HIV نسبت به سایر کشورهای دنیاست.
",ELRC_2922
"For both influenza and norovirus, epidemics temporarily induce herd immunity until a new dominant strain emerges, causing successive waves of epidemics.
","برای هر دو آنفلوانزا و نورو ویروس، همه گیرها به طور موقت ایمنی جمعی را القا می‌کنند تا ظهور یک سویه غالب جدید، باعث ایجاد امواج پی در پی همه گیر شود.
",ELRC_2922
"While steroids and LABAs may work better together, it is unclear if this slight benefit outweighs the increased risks.
","این در حالی است که ممکن است استروئید و LABAs با هم اثر بهتری داشته باشند، مشخص نیست این مزیت جزئی در برابر خطرات افزایش یافته به وجود آمده زیاد نباشد.
",ELRC_2922
"On 20 January, Guan Yi, a Hong Kong-based expert in SARS epidemiology told Caixin that the local government should not play on words about transmissibility and he hoped that we could learn from the 2003 SARS outbreak.
","در ۲۰ام ژانویه گوآن یی متخصص در اپیدمیولوژی سارس به خبرگزاری Caixin گفت دولت محلی در مورد سرایت‌پذیری نباید با کلمات بازی کند و ابراز امیدواری کرد ما می‌توانیم از همه‌گیری ۲۰۰۳ سارس درس بگیریم.
",ELRC_2922
"During exacerbations, airway inflammation is also increased, resulting in increased hyperinflation, reduced expiratory airflow, and worsening of gas transfer.
","هنگام تشدید بیماری، التهاب مسیرهای هوایی نیز افزایش می‌یابد که باعث زیاد شدن میزان التهاب شدید و محدود شدن مسیر هوای تنفسی و بدتر شدن روند انتقال گاز شود.
",ELRC_2922
"The screening of blood donors is important at a national level, as is adhering to universal precautions within healthcare facilities.
","آزمایش اهداکنندگان خون در سطح ملی امری مهم تلقی می‌شود، چرا که این کار به معنی پیروی از احتیاطات عمومی در درون مراکز مراقبت‌های بهداشتی است.
",ELRC_2922
"This applied until 4 April.
","این تصمیمات تا ۴ آوریل اعمال می‌شود.
",ELRC_2922
"Malta installed thermal-scanning devices to monitor passengers arriving via Malta International Airport, as well as passengers disembarking from vessels at the Grand Harbour and the Virtu Ferries catamaran terminal in Marsa, which had direct connections to Pozzalo and Catania in Sicily.
","مالت دستگاه‌های اسکن حرارتی را برای نظارت بر ورود مسافرانی که از طریق فرودگاه بین‌المللی مالت وارد می‌شوند، و همچنین مسافرانی که از پایانه قایق دوبدنه ویرتو فریس در مارسا که در ارتباط مستقیم با پوتسالو و کاتانیا در سیسیل بود و مسافرانی که از کشتی‌ها در بندر گراند پیاده می‌شوند، نصب کرد.
",ELRC_2922
"Repetitive stress injury.
","«Repetitive strain injury».
",ELRC_2922
"Part of this cell response is brought on by inflammatory mediators such as chemotactic factors.
","بخشی از این واکنش سلولی از سوی واسط‌های عفونی از قبیل chemotactic factors ایجاد می‌شود.
",ELRC_2922
"In 1721 the first drawings of emphysema were made by Ruysh.
","در سال ۱۷۲۱، Ruysh اولین طراحی آمفیزم را به وجود آورد.
",ELRC_2922
"With treatment, there is a 70% reduced risk of acquiring tuberculosis.
","در صورت اقدام به درمان تا ۷۰٪ خطر ابتلاء به سل کاهش خواهد یافت.
",ELRC_2922
"These calculations assume that the entire population is susceptible, meaning no individuals are immune to the disease.
","این محاسبات فرض می‌کند که کل جمعیت مستعد است، به این معنی که هیچ فردی در برابر این بیماری مصون نیست.
",ELRC_2922
"""the Precautionary Principle?""""""
","«Precautionary principle».
",ELRC_2922
"A number of targets they set were not achieved by 2015, mostly due to the increase in HIV-associated tuberculosis and the emergence of multiple drug-resistant tuberculosis.
","تعدادی از اهداف تعیین شده به احتمال زیاد تا سال ۲۰۱۵ حاصل نمی‌شوند، این امر بیشتر به دلیل افزایش سل مرتبط با HIV و ظهور سل مقاوم در برابر چند دارو (MDR-TB) می‌باشد.
",ELRC_2922
"A growing volume of research suggests paper towels are much more hygienic than the electric hand dryers found in many washrooms.
","حجم فزاینده ای از تحقیقات نشان می‌دهد که حوله‌های کاغذی بسیار بهداشتی تر از خشک کن‌های برقی است که در بسیاری از دستشویی‌ها وجود دارد.
",ELRC_2922
"Liberty Media initially expected that the 2020 calendar would consist of twenty-one Grands Prix and that any new races would come at the expense of existing events, but later negotiated an agreement with the teams to allow up to twenty-two Grands Prix.
","لیبرتی مدیا در ابتدا انتظار داشت که تقویم ۲۰۲۰ شامل بیست و یک گراند پری باشد و هر مسابقهٔ جدید نیز به‌عنوان مسابقهٔ تکمیلی برای مسابقات اصلی برگزار شود، اما پس از مذاکراتی که با تیم‌ها انجام شد، تیم‌ها موافقت کردند که فصل ۲۰۲۰ شامل بیست و دو گراند پری باشد.
",ELRC_2922
"Some developed countries have seen increased rates, some have remained stable and some have seen a decrease in COPD prevalence.
","برخی از کشورهای پیشرفته شاهد میزان رو به رشدی بوده‌اند، این میزان در برخی دیگر ثابت و تعدادی شاهد کاهش شیوع COPD بوده‌اند.
",ELRC_2922
"Construction of the hospital began on the evening of 23 January 2020 for a scheduled completion of construction on 3 February.
","مدت زمان ساخت این بیمارستان حدود ده روز بود؛ ساخت آن از ۲۳ ژانویه ۲۰۲۰ آغاز شد و در ۲ فوریه ۲۰۲۰ پایان یافت.
",ELRC_2922
"For example:
","به عنوان مثال:
",ELRC_2922
"At least 712 out of the 3,711 passengers and crew were infected, and fourteen have died.
","دست‌کم ۷۱۲ نفر از ۳٬۷۱۱ سرنشین کشتی به بیماری مبتلا شدند و ۱۱ نفر نیز کشته‌شدند.
",ELRC_2922
"Programs to prevent the vertical transmission of HIV (from mothers to children) can reduce rates of transmission by 92–99%.
","برنامه‌های جلوگیری از انتقال HIV از مادر به فرزند می‌تواند سرعت انتقال را به اندازه ۹۲ تا ۹۹ درصد کاهش دهند.
",ELRC_2922
"Blood tests to detect antibodies are not specific or sensitive, so they are not recommended.
","آزمایش خون برای تشخیص آنتی بادی‌ها دقیق یا حساس نیستند، بنابراین توصیه نمی‌شوند.
",ELRC_2922
"On 24 February, following the spread of the COVID-19 in northern Italy, a hundred Belgian citizens were put in quarantine in the H10 Costa Adeje Palace in Tenerife that was put on lockdown.
","در 24 فوریه ، پس از گسترش کووید-19 در شمال ایتالیا ، صد شهروند بلژیکی قرار گرفتند قرنطینه در H10 Costa Adeje Palace در تنریف که قفل شد.
",ELRC_2922
"Approximately 20 patients out of those 399 were being treated in intensive care.
","تقریباً 20 بیمار (حدود 5٪) از این 399 بیمار تحت درمان قرار گرفتند.مراقبت‌های ویژه پزشکی.
",ELRC_2922
"During active disease, some of these cavities are joined to the air passages (bronchi) and this material can be coughed up.
","در بیماری فعال، برخی از این حفره‌ها به راه‌های هوایی نایژه‌ها پیوسته و این مواد می‌توانند با سرفه کردن بیرون بریزند.
",ELRC_2922
"""Writing in The Guardian, Ben Beaumont-Thomas felt that the song described Kennedy's assassination in """"stark terms, imagining Kennedy 'being led to the slaughter like a sacrificial lamb ... they blew off his head while he was still in the car / shot down like a dog in broad daylight'"""" and that Dylan created an """"epic portrait of an America in decline ever since"""" with a form of salvation available in popular music with references to the Beatles, Woodstock and Altamont festivals, the rock-opera Tommy by The Who, Charlie Parker, Guitar Slim, Don Henley, Glenn Frey, Warren Zevon, Stevie Nicks, Lindsey Buckingham, Little Walter, Carl Wilson, and others.""
","اواخر ترانه مجموعه‌ای از موسیقی مورد علاقه باب دیلن با ارجاع به استیوی نیک، نت کینگ کول، ایگلز، کول پورتر و سوناتای مهتاب بتهوون و استن گتز و چارلی پارکر است.
",ELRC_2922
"About 80% of people in many Asian and African countries test positive while 5–10% of people in the United States population test positive by the tuberculin test.
","حدود ۸۰٪ از جمعیت بسیاری از کشورهای آسیایی و آفریقایی در آزمون توبرکولین تست مثبت داشته‌اند، اما تنها ۵–۱۰٪ از جمعیت ایالات متحده آزمون مثبت داشته‌اند.
",ELRC_2922
"She is the sister ship of Star Princess and Golden Princess.
","«Grand Princess».
",ELRC_2922
"A person may be infectious to others both before and during the time they are showing symptoms.
","همچنین فرد پیش، یا در طی مدت زمانی که بیمار است، می‌تواند سبب آلوده‌شدن دیگران شود.
",ELRC_2922
"The enclave nation of San Marino, which is nestled between two of the provinces, has been effectively locked down as well.
","کشور درون‌بوم سان مارینو که بین دو استان واقع شده، به‌طور مؤثر قرنطینه شده‌است.
",ELRC_2922
"After the diagnosis of AIDS, if treatment is not available, survival ranges between 6 and 19 months.
","پس از تشخیص ایدز، اگر درمان در دسترس نباشد، مدت زنده ماندن بین ۶ تا ۱۹ ماه خواهد بود.
",ELRC_2922
"The 2020 Arctic Winter Games were cancelled, while the 2020 ASEAN Para Games were postponed.
","بازی‌های زمستانی قطب شمال ۲۰۲۰ لغو شد، در حالی که بازی‌های پارا آزین ۲۰۲۰ به تعویق افتاد.
",ELRC_2922
"Silicosis is a form of occupational lung disease caused by inhalation of crystalline silica dust.
","سیلیکوزیس (به انگلیسی: Silicosis) یک بیماری شغلی ریه است که بر اثر تنفس طولانی مدت غبارهای سیلیس ایجاد می‌شود.
",ELRC_2922
"Sexual practices that involve higher levels of trauma to the anogenital mucosa, such as anal penetrative sex, or that occur when there is a concurrent sexually transmitted infection, including HIV or genital ulceration, present greater risks.
","اعمال جنسی که سطوح بالای آسیب به لایه درونی مجرای مقعد را دربرمی گیرد، مانند دخول از راه مقعد، یا اعمالی که هنگامی اتفاق می‌افتد که بیماری‌های منتقل شونده از راه آمیزش جنسی، از جمله HIV یا زخم در ناحیه تناسلی، نیز وجود دارند، ریسک ابتلا ایجاد می‌کنند.
",ELRC_2922
"El Salvador barred the entry of travellers arriving from Italy.
","السالوادور ورود مسافرانی که از ایتالیا وارد می‍شوند را ممنوع کرد.
",ELRC_2922
"On 12 March 2020, Austria confirmed the first death of COVID-19, a 69-year-old man from Vienna died in Vienna's Kaiser-Franz-Josef Hospital.
","در ۱۲ مارس ۲۰۲۰، اتریش اولین مرگ COVID-19 را تأیید کرد، یک مرد ۶۹ ساله از وین در بیمارستان قیصر -فرانتس-یوزف در وین درگذشت.
",ELRC_2922
"A Chinese couple, originally from Wuhan, who had arrived in Italy on 23 January via Milan Malpensa Airport, travelled from the airport to Verona, then to Parma, arriving in Rome on 28 January.
","یک زوج چینی، اصالتاً اهل ووهان، که در ۲۳ ژانویه از طریق فرودگاه میلانو مالپنسا وارد ایتالیا شده بودند، از فرودگاه به ورونا، و سپس به پارما سفر کردند و در ۲۸ ژانویه وارد رم شدند.
",ELRC_2922
"While there is tentative data that it is safe, and the animal data is promising, there is little human data as of 2017.
","در حالیکه این روش ضرری ندارد و آزمایش آن بر روی حیوانات نتایج خوبی به همراه داشته‌است، تا سال ۲۰۱۴، اطلاعات کمی در مورد آزمایش آن روی انسان موجود است.
",ELRC_2922
"The new cases were amongst others reported in Oosterzele and Sint-Katelijne-Waver.
","موارد جدید از جمله موارد دیگری بود که گزارش شده است اوزترزل و سن-کتولیژنوئوه.
",ELRC_2922
"On 10 March, the Premier League match between Manchester City and Arsenal, due to be played the next day, was postponed after a number of Arsenal players made close contact with Olympiacos owner Evangelos Marinakis, who had tested positive for coronavirus, when the two teams had met in the Europa League 13 days earlier.
","در تاریخ ۱۰ مارس، بازی لیگ برتر بین منچستر سیتی و آرسنال، که قرار است روز بعد بازی شود، به تعویق افتاد پس از آن‌که تعدادی از بازیکنان آرسنال با صاحب المپیاکوس، اوانگلوس ماریناکیس، که آزمایش کروناویروسش مثبت بود، ارتباط برقرار کردند، ۱۳ روز قبل در لیگ اروپا به مصاف هم رفته بودند.
",ELRC_2922
"On 1 March, a second case was confirmed in Belgium, a Dutch speaking woman who had returned from Crépy-en-Valois in one of the regions affected in France.
","در اول مارس ، دومین مورد از کروناویروس در بلژیک ، یک زن هلندی که از آنجا برگشته بود ، تأیید شد کریپ-آن-والوسی در یکی از مناطق تحت تأثیر فرانسه.
",ELRC_2922
"However, his spirometer could measure only volume, not airflow.
","با این وجود، دستگاه تنفس‌سنج وی می‌توانست تنها حجم هوا را اندازه‌گیری کند نه جریان هوا را.
",ELRC_2922
"FIFA also recommended that all international matches during these windows be postponed, though the final decision was left to the competition organisers or member associations for friendly matches.
","فیفا همچنین توصیه کرد که تمام مسابقات بین‌المللی در طول این روزها به تعویق بیفتد، اگرچه تصمیم نهایی برای برگزارکنندگان مسابقه یا انجمن‌های عضو برای مسابقات دوستانه واگذار شد.
",ELRC_2922
"The WHO reports that a lack of exclusive breastfeeding during the first six months of life contributes to over a million avoidable child deaths each year.
","در گزارش WHO آمده‌است که عدم استفاده از تغذیه فقط با شیر مادر در شش‌ماهه اول زندگی منجر به مرگ اجتناب‌پذیر بالغ بر یک میلیون کودک در سال شده‌است.
",ELRC_2922
"Restricting mass gatherings, in combination with other social distancing interventions, may help reduce transmission.
","ایجاد محدودیت در اجتماعات گسترده به همراه دیگر اقدامات فاصله‌گیری اجتماعی، ممکن است به کاهش انتقال کمک کند.
",ELRC_2922
"Italian distributors were advised they could not be supplied with surgical gowns, protective masks, glasses, particulate respirators, nor visors.
","به توزیع کنندگان ایتالیایی گفته شد که آنها نمی‌توانند با لباس‌های جراحی، ماسک‌های محافظ، عینک، دستگاه تنفس و همچنین ویزور تأمین شوند.
",ELRC_2922
"The agriculture industry has begun to focus more on proper education and training, and has made a variety of resources available to producers.
","صنعت کشاورزی شروع به تمرکز بیشتر بر آموزش و پرورش مناسب کرده‌است و منابع مختلفی را برای تولیدکنندگان ایجاد کرده‌است.
",ELRC_2922
